"gene_id" "projection_parent_gene"
"10907" "ENSG05220032534" "ENSG00000227260.2"
"10908" "ENSG05220032535" "ENSG00000234048.1"
"10909" "ENSG05220032536" "ENSG00000144642.22"
"10910" "ENSG05220032537" "ENSG00000225386.2"
"10911" "ENSG05220032539" "ENSG00000163508.13"
"10912" "ENSG05220032540" "ENSG00000272282.1"
"10913" "ENSG05220032541" "ENSG00000227337.1"
"10914" "ENSG05220032542" "ENSG00000230465.1"
"10915" "ENSG05220032543" "ENSG00000275090.1"
"10916" "ENSG05220032544" "ENSG00000237676.1"
"10917" "ENSG05220032545" "ENSG00000229243.2"
"10918" "ENSG05220032546" "ENSG00000235493.2"
"10919" "ENSG05220032547" "ENSG00000199927.2"
"10920" "ENSG05220032548" "ENSG00000224237.1"
"10921" "ENSG05220032549" "ENSG00000232167.1"
"10922" "ENSG05220032550" "ENSG00000235904.3"
"10923" "ENSG05220032551" "ENSG00000276147.1"
"10924" "ENSG05220032552" "ENSG00000077097.16"
"10925" "ENSG05220032553" "ENSG00000234737.1"
"10926" "ENSG05220032554" "ENSG00000287348.1"
"10927" "ENSG05220032555" "ENSG00000283971.1"
"10928" "ENSG05220032556" "ENSG00000163491.16"
"10929" "ENSG05220032558" "ENSG00000222983.1"
"10930" "ENSG05220032559" "ENSG00000261572.1"
"10931" "ENSG05220032560" "ENSG00000173705.9"
"10932" "ENSG05220032561" "ENSG00000151092.18"
"10933" "ENSG05220032562" "ENSG00000287774.1"
"10934" "ENSG05220032563" "ENSG00000232490.6"
"10935" "ENSG05220032564" "ENSG00000275227.1"
"10936" "ENSG05220032565" "ENSG00000206559.8"
"10937" "ENSG05220032566" "ENSG00000238912.1"
"10938" "ENSG05220032567" "ENSG00000201033.1"
"10939" "ENSG05220032568" "ENSG00000163512.14"
"10940" "ENSG05220032569" "ENSG00000229421.1"
"10941" "ENSG05220032570" "ENSG00000213871.3"
"10942" "ENSG05220032571" "ENSG00000224618.1"
"10943" "ENSG05220032572" "ENSG00000223968.1"
"10944" "ENSG05220032573" "ENSG00000201701.1"
"10945" "ENSG05220032574" "ENSG00000152642.11"
"10946" "ENSG05220032575" "ENSG00000213842.2"
"10947" "ENSG05220032576" "ENSG00000213849.3"
"10948" "ENSG05220032577" "ENSG00000230807.1"
"10949" "ENSG05220032578" "ENSG00000144644.15"
"10950" "ENSG05220032579" "ENSG00000265376.1"
"10951" "ENSG05220032580" "ENSG00000230480.1"
"10952" "ENSG05220032581" "ENSG00000272166.1"
"10953" "ENSG05220032582" "ENSG00000252398.1"
"10954" "ENSG05220032583" "ENSG00000271943.2"
"10955" "ENSG05220032584" "ENSG00000227795.1"
"10956" "ENSG05220032585" "ENSG00000251224.1"
"10957" "ENSG05220032586" "ENSG00000232766.1"
"10958" "ENSG05220032587" "ENSG00000151093.8"
"10959" "ENSG05220032588" "ENSG00000226955.1"
"10960" "ENSG05220032589" "ENSG00000225548.7"
"10961" "ENSG05220032590" "ENSG00000183813.7"
"10962" "ENSG05220032591" "ENSG00000223899.1"
"10963" "ENSG05220032592" "ENSG00000281710.1"
"10964" "ENSG05220032593" "ENSG00000238225.1"
"10965" "ENSG05220032594" "ENSG00000207251.1"
"10966" "ENSG05220032595" "ENSG00000231552.1"
"10967" "ENSG05220032596" "ENSG00000188167.9"
"10968" "ENSG05220032597" "ENSG00000235593.1"
"10969" "ENSG05220032598" "ENSG00000170266.16"
"10970" "ENSG05220032599" "ENSG00000227549.2"
"10971" "ENSG05220032600" "ENSG00000163527.10"
"10972" "ENSG05220032601" "ENSG00000179796.12"
"10973" "ENSG05220032602" "ENSG00000206557.6"
"10974" "ENSG05220032603" "ENSG00000227339.1"
"10975" "ENSG05220032604" "ENSG00000144645.15"
"10976" "ENSG05220032605" "ENSG00000272149.1"
"10977" "ENSG05220032606" "ENSG00000153551.14"
"10978" "ENSG05220032607" "ENSG00000230119.1"
"10979" "ENSG05220032608" "ENSG00000234158.1"
"10980" "ENSG05220032609" "ENSG00000226216.1"
"10981" "ENSG05220032610" "ENSG00000187118.14"
"10982" "ENSG05220032611" "ENSG00000033867.16"
"10983" "ENSG05220032612" "ENSG00000170293.9"
"10984" "ENSG05220032613" "ENSG00000261468.1"
"10985" "ENSG05220032614" "ENSG00000215004.3"
"10986" "ENSG05220032615" "ENSG00000197385.6"
"10987" "ENSG05220032616" "ENSG00000236732.1"
"10988" "ENSG05220032617" "ENSG00000237433.1"
"10989" "ENSG05220032618" "ENSG00000144635.9"
"10990" "ENSG05220032619" "ENSG00000235670.1"
"10991" "ENSG05220032620" "ENSG00000237603.1"
"10992" "ENSG05220032621" "ENSG00000213854.3"
"10993" "ENSG05220032622" "ENSG00000235424.1"
"10994" "ENSG05220032623" "ENSG00000223965.2"
"10995" "ENSG05220032624" "ENSG00000091317.8"
"10996" "ENSG05220032538" "ENSG00000251590.1"
"10997" "ENSG05220032557" "ENSG00000182973.19"
"10998" "ENSG05220040165" "ENSG00000269732.1"
"10999" "ENSG05220040169" "ENSG00000284733.2"
"11000" "ENSG05220062578" "ENSG00000278757.1"
"11001" "ENSG05220040315" "ENSG00000250575.1"
"11002" "ENSG05220061903" "ENSG00000233653.3"
"11003" "ENSG05220040280" "ENSG00000237094.12"
"11004" "ENSG05220054105" "ENSG00000164062.13"
"11005" "ENSG05220054106" "ENSG00000273211.1"
"11006" "ENSG05220054107" "ENSG00000132153.15"
"11007" "ENSG05220054108" "ENSG00000213689.14"
"11008" "ENSG05220054109" "ENSG00000178035.13"
"11009" "ENSG05220054110" "ENSG00000199032.1"
"11010" "ENSG05220054111" "ENSG00000145022.4"
"11011" "ENSG05220054112" "ENSG00000164048.14"
"11012" "ENSG05220054113" "ENSG00000271973.1"
"11013" "ENSG05220054114" "ENSG00000164061.5"
"11014" "ENSG05220054115" "ENSG00000225399.4"
"11015" "ENSG05220054116" "ENSG00000164051.14"
"11016" "ENSG05220054117" "ENSG00000145040.4"
"11017" "ENSG05220054118" "ENSG00000235236.1"
"11018" "ENSG05220054119" "ENSG00000114270.18"
"11019" "ENSG05220054120" "ENSG00000231884.1"
"11020" "ENSG05220054121" "ENSG00000173421.17"
"11021" "ENSG05220054122" "ENSG00000272434.1"
"11022" "ENSG05220054123" "ENSG00000278799.1"
"11023" "ENSG05220054124" "ENSG00000198218.11"
"11024" "ENSG05220054125" "ENSG00000236980.10"
"11025" "ENSG05220054126" "ENSG00000252466.1"
"11026" "ENSG05220054127" "ENSG00000145029.14"
"11027" "ENSG05220054128" "ENSG00000221883.4"
"11028" "ENSG05220054129" "ENSG00000177352.10"
"11029" "ENSG05220054130" "ENSG00000235120.1"
"11030" "ENSG05220054131" "ENSG00000277483.1"
"11031" "ENSG05220054132" "ENSG00000172037.14"
"11032" "ENSG05220054133" "ENSG00000178057.15"
"11033" "ENSG05220054134" "ENSG00000213672.8"
"11034" "ENSG05220054135" "ENSG00000164049.14"
"11035" "ENSG05220054136" "ENSG00000178537.10"
"11036" "ENSG05220054137" "ENSG00000145020.16"
"11037" "ENSG05220054138" "ENSG00000259970.1"
"11038" "ENSG05220054139" "ENSG00000284251.1"
"11039" "ENSG05220054140" "ENSG00000228350.1"
"11040" "ENSG05220054141" "ENSG00000172053.18"
"11041" "ENSG05220054142" "ENSG00000284575.1"
"11042" "ENSG05220054143" "ENSG00000224895.1"
"11043" "ENSG05220054144" "ENSG00000164050.13"
"11044" "ENSG05220054145" "ENSG00000164047.6"
"11045" "ENSG05220054146" "ENSG00000224424.8"
"11046" "ENSG05220054147" "ENSG00000185909.15"
"11047" "ENSG05220054148" "ENSG00000284488.1"
"11048" "ENSG05220054149" "ENSG00000223343.1"
"11049" "ENSG05220054150" "ENSG00000010256.11"
"11050" "ENSG05220054151" "ENSG00000229453.2"
"11051" "ENSG05220054152" "ENSG00000265078.2"
"11052" "ENSG05220054153" "ENSG00000047849.22"
"11053" "ENSG05220054154" "ENSG00000236768.1"
"11054" "ENSG05220054155" "ENSG00000235695.1"
"11055" "ENSG05220054156" "ENSG00000008300.17"
"11056" "ENSG05220054157" "ENSG00000233276.8"
"11057" "ENSG05220054158" "ENSG00000264633.1"
"11058" "ENSG05220054159" "ENSG00000270285.1"
"11059" "ENSG05220054160" "ENSG00000068745.15"
"11060" "ENSG05220054161" "ENSG00000235627.1"
"11061" "ENSG05220054162" "ENSG00000164053.22"
"11062" "ENSG05220054163" "ENSG00000114646.10"
"11063" "ENSG05220054164" "ENSG00000253056.1"
"11064" "ENSG05220054165" "ENSG00000270538.1"
"11065" "ENSG05220054166" "ENSG00000221585.1"
"11066" "ENSG05220054167" "ENSG00000284364.1"
"11067" "ENSG05220054168" "ENSG00000199591.1"
"11068" "ENSG05220054169" "ENSG00000172113.10"
"11069" "ENSG05220054170" "ENSG00000183396.4"
"11070" "ENSG05220054171" "ENSG00000228638.1"
"11071" "ENSG05220054172" "ENSG00000164054.16"
"11072" "ENSG05220054173" "ENSG00000265483.1"
"11073" "ENSG05220054174" "ENSG00000178149.17"
"11074" "ENSG05220054175" "ENSG00000199546.1"
"11075" "ENSG05220054176" "ENSG00000176020.9"
"11076" "ENSG05220054177" "ENSG00000201301.1"
"11077" "ENSG05220054178" "ENSG00000178467.18"
"11078" "ENSG05220054179" "ENSG00000164068.16"
"11079" "ENSG05220054180" "ENSG00000172046.19"
"11080" "ENSG05220054181" "ENSG00000173402.12"
"11081" "ENSG05220054182" "ENSG00000067560.14"
"11082" "ENSG05220054183" "ENSG00000229759.1"
"11083" "ENSG05220054184" "ENSG00000235908.1"
"11084" "ENSG05220054185" "ENSG00000178252.18"
"11085" "ENSG05220054186" "ENSG00000114316.13"
"11086" "ENSG05220054187" "ENSG00000177479.20"
"11087" "ENSG05220054188" "ENSG00000173531.15"
"11088" "ENSG05220054189" "ENSG00000226913.2"
"11089" "ENSG05220054190" "ENSG00000114268.12"
"11090" "ENSG05220054191" "ENSG00000285416.1"
"11091" "ENSG05220054192" "ENSG00000214773.1"
"11092" "ENSG05220054193" "ENSG00000164045.12"
"11093" "ENSG05220054194" "ENSG00000241461.3"
"11094" "ENSG05220054195" "ENSG00000232112.3"
"11095" "ENSG05220054196" "ENSG00000114302.16"
"11096" "ENSG05220054197" "ENSG00000207605.3"
"11097" "ENSG05220054198" "ENSG00000244380.1"
"11098" "ENSG05220054199" "ENSG00000188315.8"
"11099" "ENSG05220054200" "ENSG00000274420.1"
"11100" "ENSG05220054201" "ENSG00000225697.13"
"11101" "ENSG05220054202" "ENSG00000199476.1"
"11102" "ENSG05220054203" "ENSG00000270441.1"
"11103" "ENSG05220054204" "ENSG00000173473.11"
"11104" "ENSG05220017821" "ENSG00000249054.2"
"11105" "ENSG05220017861" "ENSG00000256263.1"
"11106" "ENSG05220017866" "ENSG00000226210.3"
"11107" "ENSG05220038031" "ENSG00000260902.1"
"11108" "ENSG05220038032" "ENSG00000271716.1"
"11109" "ENSG05220038034" "ENSG00000144559.10"
"11110" "ENSG05220038035" "ENSG00000224752.1"
"11111" "ENSG05220038036" "ENSG00000251038.1"
"11112" "ENSG05220038039" "ENSG00000225526.6"
"11113" "ENSG05220038042" "ENSG00000230524.8"
"11114" "ENSG05220038044" "ENSG00000197548.12"
"11115" "ENSG05220038046" "ENSG00000075975.17"
"11116" "ENSG05220038048" "ENSG00000283392.1"
"11117" "ENSG05220038050" "ENSG00000170860.4"
"11118" "ENSG05220038052" "ENSG00000144560.15"
"11119" "ENSG05220038055" "ENSG00000154767.15"
"11120" "ENSG05220038057" "ENSG00000088726.16"
"11121" "ENSG05220038058" "ENSG00000207496.1"
"11122" "ENSG05220038059" "ENSG00000274514.1"
"11123" "ENSG05220038061" "ENSG00000132170.24"
"11124" "ENSG05220038063" "ENSG00000263988.2"
"11125" "ENSG05220038064" "ENSG00000206926.1"
"11126" "ENSG05220038065" "ENSG00000157152.17"
"11127" "ENSG05220038066" "ENSG00000144596.13"
"11128" "ENSG05220038070" "ENSG00000131389.18"
"11129" "ENSG05220038075" "ENSG00000206561.14"
"11130" "ENSG05220038077" "ENSG00000250939.2"
"11131" "ENSG05220038078" "ENSG00000285906.2"
"11132" "ENSG05220038080" "ENSG00000232287.2"
"11133" "ENSG05220038081" "ENSG00000199609.1"
"11134" "ENSG05220038082" "ENSG00000288077.1"
"11135" "ENSG05220038083" "ENSG00000131379.10"
"11136" "ENSG05220038086" "ENSG00000236062.1"
"11137" "ENSG05220038087" "ENSG00000224263.1"
"11138" "ENSG05220038088" "ENSG00000213964.3"
"11139" "ENSG05220038089" "ENSG00000180438.15"
"11140" "ENSG05220038093" "ENSG00000226642.1"
"11141" "ENSG05220038094" "ENSG00000275340.1"
"11142" "ENSG05220038097" "ENSG00000232746.1"
"11143" "ENSG05220038100" "ENSG00000230342.2"
"11144" "ENSG05220038116" "ENSG00000163517.15"
"11145" "ENSG05220038122" "ENSG00000196639.7"
"11146" "ENSG05220038123" "ENSG00000226621.1"
"11147" "ENSG05220038124" "ENSG00000228242.6"
"11148" "ENSG05220038130" "ENSG00000230172.1"
"11149" "ENSG05220038134" "ENSG00000144711.16"
"11150" "ENSG05220038138" "ENSG00000144597.14"
"11151" "ENSG05220038141" "ENSG00000154764.6"
"11152" "ENSG05220038149" "ENSG00000131381.12"
"11153" "ENSG05220038155" "ENSG00000235629.1"
"11154" "ENSG05220038156" "ENSG00000224514.3"
"11155" "ENSG05220038157" "ENSG00000287964.1"
"11156" "ENSG05220038160" "ENSG00000144713.13"
"11157" "ENSG05220038161" "ENSG00000132164.10"
"11158" "ENSG05220038163" "ENSG00000206562.12"
"11159" "ENSG05220038164" "ENSG00000233121.1"
"11160" "ENSG05220038165" "ENSG00000213943.3"
"11161" "ENSG05220038166" "ENSG00000154783.12"
"11162" "ENSG05220038167" "ENSG00000270531.1"
"11163" "ENSG05220038168" "ENSG00000230599.2"
"11164" "ENSG05220038169" "ENSG00000157103.12"
"11165" "ENSG05220038179" "ENSG00000131375.10"
"11166" "ENSG05220038180" "ENSG00000163528.13"
"11167" "ENSG05220038181" "ENSG00000231897.1"
"11168" "ENSG05220038183" "ENSG00000144712.12"
"11169" "ENSG05220038192" "ENSG00000154743.19"
"11170" "ENSG05220038193" "ENSG00000131368.8"
"11171" "ENSG05220038194" "ENSG00000287059.1"
"11172" "ENSG05220038195" "ENSG00000226427.1"
"11173" "ENSG05220038196" "ENSG00000170876.8"
"11174" "ENSG05220038197" "ENSG00000272263.1"
"11175" "ENSG05220038198" "ENSG00000233026.1"
"11176" "ENSG05220038199" "ENSG00000251774.1"
"11177" "ENSG05220038200" "ENSG00000200114.1"
"11178" "ENSG05220038201" "ENSG00000157150.5"
"11179" "ENSG05220038202" "ENSG00000272483.1"
"11180" "ENSG05220038203" "ENSG00000132182.12"
"11181" "ENSG05220038204" "ENSG00000132155.13"
"11182" "ENSG05220038205" "ENSG00000225275.4"
"11183" "ENSG05220038206" "ENSG00000241064.3"
"11184" "ENSG05220038207" "ENSG00000163520.14"
"11185" "ENSG05220038208" "ENSG00000225026.1"
"11186" "ENSG05220038209" "ENSG00000235240.1"
"11187" "ENSG05220038210" "ENSG00000233252.1"
"11188" "ENSG05220038211" "ENSG00000177463.15"
"11189" "ENSG05220038212" "ENSG00000238138.1"
"11190" "ENSG05220038213" "ENSG00000285969.1"
"11191" "ENSG05220038214" "ENSG00000154781.16"
"11192" "ENSG05220038215" "ENSG00000263573.1"
"11193" "ENSG05220038216" "ENSG00000224660.2"
"11194" "ENSG05220038217" "ENSG00000234123.1"
"11195" "ENSG05220038218" "ENSG00000223398.1"
"11196" "ENSG05220038219" "ENSG00000228874.1"
"11197" "ENSG05220038220" "ENSG00000244502.2"
"11198" "ENSG05220038221" "ENSG00000225733.6"
"11199" "ENSG05220038222" "ENSG00000231362.1"
"11200" "ENSG05220038223" "ENSG00000286962.1"
"11201" "ENSG05220038224" "ENSG00000201162.1"
"11202" "ENSG05220038225" "ENSG00000207163.1"
"11203" "ENSG05220038226" "ENSG00000227578.1"
"11204" "ENSG05220038227" "ENSG00000251576.1"
"11205" "ENSG05220038228" "ENSG00000131370.16"
"11206" "ENSG05220038178" "ENSG00000255021.1"
"11207" "ENSG05220062534" "ENSG00000222792.1"
"11208" "ENSG05220061768" "ENSG00000226008.1"
"11209" "ENSG05220026814" "ENSG00000230304.1"
"11210" "ENSG05220054301" "ENSG00000178660.6"
"11211" "ENSG05220054302" "ENSG00000244653.1"
"11212" "ENSG05220054303" "ENSG00000240309.1"
"11213" "ENSG05220054304" "ENSG00000286447.1"
"11214" "ENSG05220054305" "ENSG00000175105.8"
"11215" "ENSG05220054306" "ENSG00000283544.1"
"11216" "ENSG05220054307" "ENSG00000251172.1"
"11217" "ENSG05220054308" "ENSG00000243547.1"
"11218" "ENSG05220054309" "ENSG00000244153.1"
"11219" "ENSG05220054310" "ENSG00000179021.10"
"11220" "ENSG05220054311" "ENSG00000206712.1"
"11221" "ENSG05220054312" "ENSG00000196098.2"
"11222" "ENSG05220054313" "ENSG00000242365.1"
"11223" "ENSG05220054314" "ENSG00000251727.1"
"11224" "ENSG05220054315" "ENSG00000080224.17"
"11225" "ENSG05220054316" "ENSG00000288654.1"
"11226" "ENSG05220054317" "ENSG00000154165.5"
"11227" "ENSG05220054318" "ENSG00000113966.10"
"11228" "ENSG05220054319" "ENSG00000080819.9"
"11229" "ENSG05220054320" "ENSG00000241018.1"
"11230" "ENSG05220054321" "ENSG00000200366.1"
"11231" "ENSG05220054322" "ENSG00000241305.1"
"11232" "ENSG05220054323" "ENSG00000240951.1"
"11233" "ENSG05220054324" "ENSG00000241535.1"
"11234" "ENSG05220054325" "ENSG00000279658.1"
"11235" "ENSG05220054326" "ENSG00000244681.1"
"11236" "ENSG05220054327" "ENSG00000232382.2"
"11237" "ENSG05220054328" "ENSG00000080200.10"
"11238" "ENSG05220054329" "ENSG00000271671.1"
"11239" "ENSG05220054330" "ENSG00000282527.1"
"11240" "ENSG05220054331" "ENSG00000178694.10"
"11241" "ENSG05220054332" "ENSG00000163320.12"
"11242" "ENSG05220054333" "ENSG00000242705.1"
"11243" "ENSG05220054334" "ENSG00000283367.1"
"11244" "ENSG05220054335" "ENSG00000169379.17"
"11245" "ENSG05220054336" "ENSG00000239462.1"
"11246" "ENSG05220054337" "ENSG00000286516.1"
"11247" "ENSG05220054338" "ENSG00000064225.12"
"11248" "ENSG05220054339" "ENSG00000248839.1"
"11249" "ENSG05220054340" "ENSG00000251088.1"
"11250" "ENSG05220054341" "ENSG00000057019.16"
"11251" "ENSG05220054342" "ENSG00000196578.4"
"11252" "ENSG05220054343" "ENSG00000221059.1"
"11253" "ENSG05220054344" "ENSG00000207331.1"
"11254" "ENSG05220054345" "ENSG00000187900.4"
"11255" "ENSG05220054346" "ENSG00000239614.1"
"11256" "ENSG05220054347" "ENSG00000240827.1"
"11257" "ENSG05220054348" "ENSG00000218754.4"
"11258" "ENSG05220054349" "ENSG00000213439.3"
"11259" "ENSG05220054350" "ENSG00000241815.1"
"11260" "ENSG05220054351" "ENSG00000278103.1"
"11261" "ENSG05220054352" "ENSG00000285780.2"
"11262" "ENSG05220054353" "ENSG00000239589.7"
"11263" "ENSG05220054354" "ENSG00000249321.1"
"11264" "ENSG05220054355" "ENSG00000241861.2"
"11265" "ENSG05220054356" "ENSG00000206536.1"
"11266" "ENSG05220054357" "ENSG00000236032.3"
"11267" "ENSG05220054358" "ENSG00000183185.9"
"11268" "ENSG05220054359" "ENSG00000044524.11"
"11269" "ENSG05220054360" "ENSG00000251090.2"
"11270" "ENSG05220054361" "ENSG00000261292.2"
"11271" "ENSG05220054362" "ENSG00000240476.1"
"11272" "ENSG05220054363" "ENSG00000222490.1"
"11273" "ENSG05220054364" "ENSG00000244048.1"
"11274" "ENSG05220054365" "ENSG00000271024.1"
"11275" "ENSG05220054366" "ENSG00000189002.10"
"11276" "ENSG05220054367" "ENSG00000178750.3"
"11277" "ENSG05220054368" "ENSG00000248507.1"
"11278" "ENSG05220054369" "ENSG00000184500.16"
"11279" "ENSG05220054370" "ENSG00000283434.2"
"11280" "ENSG05220054371" "ENSG00000250562.1"
"11281" "ENSG05220054372" "ENSG00000197938.6"
"11282" "ENSG05220054373" "ENSG00000234629.1"
"11283" "ENSG05220054374" "ENSG00000249225.1"
"11284" "ENSG05220054375" "ENSG00000080822.17"
"11285" "ENSG05220054376" "ENSG00000269028.3"
"11286" "ENSG05220054377" "ENSG00000250750.1"
"11287" "ENSG05220054378" "ENSG00000239445.6"
"11288" "ENSG05220054379" "ENSG00000212598.2"
"11289" "ENSG05220054380" "ENSG00000249975.1"
"11290" "ENSG05220054381" "ENSG00000275108.1"
"11291" "ENSG05220054382" "ENSG00000201339.1"
"11292" "ENSG05220054383" "ENSG00000179097.7"
"11293" "ENSG05220054384" "ENSG00000231861.3"
"11294" "ENSG05220054385" "ENSG00000230301.6"
"11295" "ENSG05220054386" "ENSG00000248365.3"
"11296" "ENSG05220054387" "ENSG00000207316.1"
"11297" "ENSG05220054388" "ENSG00000199286.1"
"11298" "ENSG05220054389" "ENSG00000178700.9"
"11299" "ENSG05220054390" "ENSG00000242911.1"
"11300" "ENSG05220054391" "ENSG00000249274.1"
"11301" "ENSG05220054392" "ENSG00000233412.5"
"11302" "ENSG05220054393" "ENSG00000242159.1"
"11303" "ENSG05220054394" "ENSG00000170854.18"
"11304" "ENSG05220054395" "ENSG00000231192.3"
"11305" "ENSG05220054396" "ENSG00000285614.1"
"11306" "ENSG05220054397" "ENSG00000286602.1"
"11307" "ENSG05220054398" "ENSG00000242457.1"
"11308" "ENSG05220054399" "ENSG00000232535.2"
"11309" "ENSG05220054400" "ENSG00000176243.9"
"11310" "ENSG05220053805" "ENSG00000279311.1"
"11311" "ENSG05220053806" "ENSG00000286892.1"
"11312" "ENSG05220053807" "ENSG00000118849.10"
"11313" "ENSG05220053808" "ENSG00000243838.1"
"11314" "ENSG05220053809" "ENSG00000243044.1"
"11315" "ENSG05220053810" "ENSG00000241874.1"
"11316" "ENSG05220053811" "ENSG00000207084.1"
"11317" "ENSG05220053812" "ENSG00000244009.1"
"11318" "ENSG05220053813" "ENSG00000242178.1"
"11319" "ENSG05220053814" "ENSG00000242107.2"
"11320" "ENSG05220053815" "ENSG00000244571.1"
"11321" "ENSG05220053816" "ENSG00000239716.1"
"11322" "ENSG05220053817" "ENSG00000121871.4"
"11323" "ENSG05220053818" "ENSG00000243314.1"
"11324" "ENSG05220053819" "ENSG00000163590.14"
"11325" "ENSG05220053820" "ENSG00000272087.1"
"11326" "ENSG05220053821" "ENSG00000168827.15"
"11327" "ENSG05220053822" "ENSG00000169064.13"
"11328" "ENSG05220053823" "ENSG00000271778.1"
"11329" "ENSG05220053824" "ENSG00000232374.5"
"11330" "ENSG05220053825" "ENSG00000174891.14"
"11331" "ENSG05220053826" "ENSG00000241723.1"
"11332" "ENSG05220053827" "ENSG00000242326.1"
"11333" "ENSG05220053828" "ENSG00000214216.11"
"11334" "ENSG05220053829" "ENSG00000179674.4"
"11335" "ENSG05220053830" "ENSG00000168779.20"
"11336" "ENSG05220053831" "ENSG00000251759.1"
"11337" "ENSG05220053832" "ENSG00000238427.1"
"11338" "ENSG05220053833" "ENSG00000244128.7"
"11339" "ENSG05220053834" "ENSG00000277143.1"
"11340" "ENSG05220053835" "ENSG00000184100.6"
"11341" "ENSG05220053836" "ENSG00000178053.20"
"11342" "ENSG05220053837" "ENSG00000200052.1"
"11343" "ENSG05220053838" "ENSG00000239205.1"
"11344" "ENSG05220053839" "ENSG00000286913.1"
"11345" "ENSG05220053840" "ENSG00000274149.1"
"11346" "ENSG05220053841" "ENSG00000213186.8"
"11347" "ENSG05220053842" "ENSG00000180044.6"
"11348" "ENSG05220053844" "ENSG00000079257.8"
"11349" "ENSG05220053845" "ENSG00000220343.5"
"11350" "ENSG05220053846" "ENSG00000241669.1"
"11351" "ENSG05220053847" "ENSG00000151967.18"
"11352" "ENSG05220053848" "ENSG00000198987.1"
"11353" "ENSG05220053849" "ENSG00000114200.10"
"11354" "ENSG05220053850" "ENSG00000169251.13"
"11355" "ENSG05220053851" "ENSG00000243165.1"
"11356" "ENSG05220053852" "ENSG00000241636.1"
"11357" "ENSG05220053853" "ENSG00000241211.1"
"11358" "ENSG05220053854" "ENSG00000068885.15"
"11359" "ENSG05220053855" "ENSG00000244040.7"
"11360" "ENSG05220053856" "ENSG00000234851.4"
"11361" "ENSG05220053857" "ENSG00000182447.4"
"11362" "ENSG05220053858" "ENSG00000114204.15"
"11363" "ENSG05220053859" "ENSG00000243025.1"
"11364" "ENSG05220053860" "ENSG00000243687.1"
"11365" "ENSG05220053861" "ENSG00000240792.2"
"11366" "ENSG05220053862" "ENSG00000224962.4"
"11367" "ENSG05220053863" "ENSG00000244249.1"
"11368" "ENSG05220053864" "ENSG00000263634.1"
"11369" "ENSG05220053865" "ENSG00000271052.1"
"11370" "ENSG05220053866" "ENSG00000244321.1"
"11371" "ENSG05220053867" "ENSG00000207779.1"
"11372" "ENSG05220053868" "ENSG00000221251.1"
"11373" "ENSG05220053869" "ENSG00000244429.1"
"11374" "ENSG05220053870" "ENSG00000238741.1"
"11375" "ENSG05220053871" "ENSG00000242285.1"
"11376" "ENSG05220053872" "ENSG00000288087.1"
"11377" "ENSG05220053873" "ENSG00000240138.1"
"11378" "ENSG05220053874" "ENSG00000240354.1"
"11379" "ENSG05220053875" "ENSG00000196542.8"
"11380" "ENSG05220053876" "ENSG00000243116.1"
"11381" "ENSG05220053877" "ENSG00000242456.1"
"11382" "ENSG05220053878" "ENSG00000169255.15"
"11383" "ENSG05220053879" "ENSG00000240084.1"
"11384" "ENSG05220053880" "ENSG00000260572.1"
"11385" "ENSG05220053881" "ENSG00000186432.10"
"11386" "ENSG05220053882" "ENSG00000241168.1"
"11387" "ENSG05220053883" "ENSG00000118855.21"
"11388" "ENSG05220053884" "ENSG00000214210.4"
"11389" "ENSG05220053885" "ENSG00000251751.1"
"11390" "ENSG05220053886" "ENSG00000242536.2"
"11391" "ENSG05220053887" "ENSG00000168811.7"
"11392" "ENSG05220053888" "ENSG00000240033.1"
"11393" "ENSG05220053889" "ENSG00000240207.7"
"11394" "ENSG05220053890" "ENSG00000243150.6"
"11395" "ENSG05220053891" "ENSG00000272247.1"
"11396" "ENSG05220053892" "ENSG00000229320.3"
"11397" "ENSG05220053893" "ENSG00000238924.2"
"11398" "ENSG05220053894" "ENSG00000240458.1"
"11399" "ENSG05220053895" "ENSG00000252763.1"
"11400" "ENSG05220053896" "ENSG00000240567.1"
"11401" "ENSG05220053897" "ENSG00000241369.6"
"11402" "ENSG05220053898" "ENSG00000269888.1"
"11403" "ENSG05220053899" "ENSG00000243675.1"
"11404" "ENSG05220053900" "ENSG00000113810.16"
"11405" "ENSG05220053901" "ENSG00000241767.2"
"11406" "ENSG05220053902" "ENSG00000231516.3"
"11407" "ENSG05220053903" "ENSG00000240824.1"
"11408" "ENSG05220053904" "ENSG00000090402.8"
"11409" "ENSG05220053843" "ENSG00000239227.1"
"11410" "ENSG05220042416" "ENSG00000202517.1"
"11411" "ENSG05220042417" "ENSG00000226302.1"
"11412" "ENSG05220042418" "ENSG00000244607.7"
"11413" "ENSG05220042419" "ENSG00000202363.1"
"11414" "ENSG05220042420" "ENSG00000144648.16"
"11415" "ENSG05220042421" "ENSG00000287415.1"
"11416" "ENSG05220042422" "ENSG00000252980.1"
"11417" "ENSG05220042423" "ENSG00000231280.1"
"11418" "ENSG05220042424" "ENSG00000231873.2"
"11419" "ENSG05220042425" "ENSG00000225611.1"
"11420" "ENSG05220042426" "ENSG00000272121.1"
"11421" "ENSG05220042427" "ENSG00000234270.1"
"11422" "ENSG05220042428" "ENSG00000222872.1"
"11423" "ENSG05220042429" "ENSG00000230970.4"
